time,open,high,low,close,Volume
2024-09-20T09:25:00+02:00,169.22,169.22,169.18,169.18,260
2024-09-20T09:32:30+02:00,169.3,169.32,168.98,169.1,2081
2024-09-20T09:35:00+02:00,169.2,169.5,169.2,169.5,6
2024-09-20T09:37:30+02:00,169.5,169.5,169.5,169.5,27
2024-09-20T09:38:00+02:00,169.6,169.6,169.6,169.6,4
2024-09-20T09:43:30+02:00,169.46,169.46,169.46,169.46,20
2024-09-20T09:48:30+02:00,169.52,169.52,169.52,169.52,5
2024-09-20T09:49:00+02:00,169.7,169.76,169.7,169.76,201
2024-09-20T09:51:00+02:00,169.76,169.76,169.76,169.76,246
2024-09-20T09:55:00+02:00,169.82,169.82,169.82,169.82,11
2024-09-20T09:59:00+02:00,169.82,169.82,169.8,169.8,8
2024-09-20T10:03:30+02:00,169.84,169.84,169.84,169.84,2
2024-09-20T10:06:00+02:00,169.9,169.9,169.9,169.9,100
2024-09-20T10:07:30+02:00,169.98,170,169.8,169.8,146
2024-09-20T10:15:00+02:00,169.8,169.8,169.8,169.8,21
2024-09-20T10:19:00+02:00,169.82,169.82,169.82,169.82,5
2024-09-20T10:20:00+02:00,169.98,169.98,169.98,169.98,60
2024-09-20T10:26:30+02:00,169.7,169.7,169.66,169.66,591
2024-09-20T10:30:00+02:00,169.4,169.4,169.4,169.4,180
2024-09-20T10:39:30+02:00,169.24,169.24,169.24,169.24,40
2024-09-20T10:41:30+02:00,169.4,169.4,169.4,169.4,18
2024-09-20T10:45:00+02:00,169.48,169.48,169.48,169.48,90
2024-09-20T10:46:30+02:00,169.5,169.5,169.5,169.5,15
2024-09-20T10:48:30+02:00,169.44,169.44,169.4,169.4,98
2024-09-20T11:01:00+02:00,169.62,169.62,169.62,169.62,19
2024-09-20T11:06:00+02:00,169.46,169.46,169.46,169.46,40
2024-09-20T11:12:00+02:00,169.6,169.68,169.6,169.68,89
2024-09-20T11:26:30+02:00,169.6,169.6,169.6,169.6,363
2024-09-20T11:36:00+02:00,169.46,169.46,169.46,169.46,20
2024-09-20T11:43:00+02:00,169.54,169.54,169.54,169.54,75
2024-09-20T11:45:30+02:00,169.62,169.62,169.62,169.62,1
2024-09-20T11:52:30+02:00,169.66,169.66,169.66,169.66,8
2024-09-20T11:53:30+02:00,169.66,169.66,169.66,169.66,35
2024-09-20T12:08:00+02:00,169.52,169.52,169.52,169.52,326
2024-09-20T12:12:30+02:00,169.52,169.52,169.52,169.52,30
2024-09-20T12:13:30+02:00,169.5,169.5,169.5,169.5,65
2024-09-20T12:16:00+02:00,169.5,169.5,169.5,169.5,1
2024-09-20T12:24:00+02:00,169.5,169.5,169.48,169.48,500
2024-09-20T12:29:00+02:00,169.48,169.48,169.48,169.48,100
2024-09-20T12:51:00+02:00,169.48,169.48,169.48,169.48,1
2024-09-20T12:58:30+02:00,169.46,169.48,169.46,169.48,265
2024-09-20T13:04:30+02:00,169.76,169.78,169.76,169.78,90
2024-09-20T13:08:30+02:00,169.54,169.54,169.54,169.54,5
2024-09-20T13:14:30+02:00,169.66,169.68,169.66,169.68,142
2024-09-20T13:17:00+02:00,169.76,169.76,169.76,169.76,2
2024-09-20T13:22:30+02:00,169.84,169.84,169.76,169.76,123
2024-09-20T13:28:00+02:00,169.96,169.96,169.94,169.94,410
2024-09-20T13:33:30+02:00,169.98,170,169.98,170,68
2024-09-20T13:35:00+02:00,169.96,169.96,169.96,169.96,5
2024-09-20T13:39:00+02:00,170,170,170,170,1
2024-09-20T13:41:30+02:00,170.04,170.04,170.04,170.04,14
2024-09-20T13:43:00+02:00,170.04,170.04,170.04,170.04,64
2024-09-20T13:52:30+02:00,169.92,169.92,169.92,169.92,9
