time,open,high,low,close,Volume
2024-11-07T09:00:00+01:00,215.1,215.9,215.1,215.5,29972
2024-11-07T09:00:30+01:00,215.6,215.75,215.3,215.7,3647
2024-11-07T09:01:00+01:00,215.6,216.15,215.4,215.7,10282
2024-11-07T09:01:30+01:00,215.65,215.85,215.6,215.75,2879
2024-11-07T09:02:00+01:00,215.65,216.2,215.55,216,6159
2024-11-07T09:02:30+01:00,215.9,216,215.65,215.65,6305
2024-11-07T09:03:00+01:00,215.6,216,215.45,215.6,9407
2024-11-07T09:03:30+01:00,215.6,216.05,215.6,216,1586
2024-11-07T09:04:00+01:00,215.95,215.95,215.7,215.7,1831
2024-11-07T09:04:30+01:00,215.65,215.7,215.6,215.6,1520
2024-11-07T09:05:00+01:00,215.6,215.7,215.6,215.65,261
2024-11-07T09:05:30+01:00,215.7,216.3,215.7,216.05,5317
2024-11-07T09:06:00+01:00,216.05,216.25,216.05,216.2,1179
2024-11-07T09:06:30+01:00,216.25,216.3,216.25,216.3,679
2024-11-07T09:07:00+01:00,216.3,216.65,216.3,216.65,2127
2024-11-07T09:07:30+01:00,216.75,216.8,216.6,216.6,1924
2024-11-07T09:08:00+01:00,216.7,216.7,216.65,216.7,291
2024-11-07T09:08:30+01:00,216.65,217.05,216.65,216.8,5288
2024-11-07T09:09:00+01:00,216.8,217.1,216.8,216.85,3477
2024-11-07T09:09:30+01:00,216.85,217.25,216.85,216.95,6107
2024-11-07T09:10:00+01:00,217.05,217.2,217.05,217.2,1895
2024-11-07T09:10:30+01:00,217.25,217.3,217.05,217.15,4320
2024-11-07T09:11:00+01:00,217.15,217.2,216.9,216.95,1455
2024-11-07T09:11:30+01:00,216.9,216.95,216.8,216.95,2962
2024-11-07T09:12:00+01:00,216.95,217.15,216.9,217.1,2834
2024-11-07T09:12:30+01:00,217.05,217.1,216.95,217,2655
2024-11-07T09:13:00+01:00,217,217,216.85,216.85,1123
2024-11-07T09:13:30+01:00,216.9,217.5,216.9,217.3,10535
2024-11-07T09:14:00+01:00,217.25,217.6,217.15,217.4,3516
2024-11-07T09:14:30+01:00,217.4,217.7,217.35,217.55,7409
2024-11-07T09:15:00+01:00,217.65,217.7,217.35,217.4,2874
